Category,Bedrooms,Bathrooms,SUVs,Cars,Garages,Domestic Help Rooms,Age of House,House Area,Price
Premium,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1060.0,20923000.0
,1.0,1.0,0.0,1.0,1.0,1.0,,350.0,3967000.0
Luxury,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2300.0,33431000.0
Premium,2.0,,1.0,1.0,2.0,2.0,-2.0,1350.0,14819000.0
Luxury,4.0,5.0,1.0,2.0,3.0,2.0,,2510.0,54120000.0
Luxury,3.0,2.0,1.0,1.0,2.0,2.0,10.0,1730.0,39643000.0
Luxury,4.0,5.0,2.0,2.0,4.0,3.0,-1.0,2640.0,49064000.0
Premium,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1140.0,20011000.0
Premium,3.0,2.0,1.0,1.0,2.0,1.0,12.0,1450.0,24857000.0
Premium,3.0,2.0,1.0,1.0,2.0,2.0,-1.0,1630.0,21519000.0
Economy,1.0,1.0,0.0,,1.0,1.0,5.0,330.0,3169000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,,330.0,2575000.0
Economy,1.0,1.0,,1.0,1.0,1.0,-1.0,340.0,3027000.0
,,1.0,1.0,1.0,,2.0,0.0,1180.0,12547000.0
Economy,1.0,2.0,0.0,1.0,1.0,1.0,,360.0,3646000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,5.0,360.0,3478000.0
Premium,2.0,1.0,1.0,,2.0,2.0,10.0,1170.0,
Economy,1.0,1.0,0.0,1.0,1.0,1.0,8.0,320.0,3557000.0
Ultra Luxury,5.0,6.0,1.0,,4.0,2.0,15.0,3450.0,54865000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,8.0,340.0,2916000.0
Luxury,3.0,,2.0,2.0,4.0,2.0,8.0,2180.0,30697000.0
Luxury,4.0,3.0,1.0,1.0,2.0,2.0,,2320.0,33954000.0
Ultra Luxury,5.0,4.0,3.0,2.0,5.0,3.0,8.0,3480.0,65859000.0
Premium,3.0,2.0,1.0,1.0,2.0,2.0,-1.0,1710.0,21972000.0
Economy,1.0,,0.0,1.0,1.0,0.0,10.0,,2849000.0
Ultra Luxury,6.0,5.0,2.0,2.0,4.0,,12.0,3720.0,65442000.0
Ultra Luxury,4.0,3.0,3.0,,5.0,2.0,0.0,3040.0,71901000.0
Ultra Luxury,5.0,4.0,3.0,1.0,4.0,3.0,12.0,3530.0,59623000.0
Premium,2.0,1.0,1.0,1.0,2.0,1.0,,1160.0,8311000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,2.0,310.0,2502000.0
Economy,1.0,1.0,0.0,1.0,1.0,,10.0,360.0,2828000.0
Luxury,4.0,3.0,2.0,1.0,3.0,2.0,8.0,2490.0,
Luxury,4.0,3.0,,1.0,3.0,3.0,12.0,2580.0,48387000.0
Ultra Luxury,6.0,5.0,1.0,2.0,3.0,3.0,2.0,3740.0,69142000.0
Luxury,3.0,2.0,,2.0,4.0,2.0,2.0,2030.0,32283000.0
Ultra Luxury,4.0,3.0,,2.0,4.0,2.0,2.0,2770.0,49362000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,15.0,350.0,3136000.0
Premium,,,,1.0,2.0,1.0,2.0,1160.0,11637000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,340.0,
Economy,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,390.0,2869000.0
Premium,3.0,2.0,1.0,1.0,2.0,2.0,10.0,1500.0,22943000.0
Luxury,4.0,3.0,2.0,1.0,3.0,2.0,-2.0,2460.0,40414000.0
Luxury,4.0,5.0,1.0,2.0,3.0,2.0,,2540.0,44471000.0
Ultra Luxury,4.0,3.0,1.0,3.0,4.0,3.0,2.0,3150.0,70066000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,15.0,310.0,3875000.0
Economy,1.0,2.0,0.0,1.0,1.0,1.0,-2.0,360.0,4252000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,360.0,3983000.0
Premium,2.0,1.0,1.0,1.0,,2.0,,,16051000.0
,5.0,4.0,3.0,1.0,4.0,3.0,-1.0,3380.0,72792000.0
Premium,,2.0,1.0,1.0,2.0,2.0,10.0,1110.0,20482000.0
Luxury,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2400.0,40971000.0
Luxury,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2430.0,45706000.0
Economy,1.0,1.0,0.0,1.0,,1.0,0.0,360.0,4185000.0
Premium,2.0,1.0,1.0,1.0,2.0,2.0,,1200.0,21717000.0
Ultra Luxury,4.0,4.0,2.0,2.0,4.0,3.0,10.0,2850.0,53744000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,10.0,330.0,3384000.0
Luxury,3.0,2.0,2.0,1.0,3.0,2.0,8.0,2200.0,33618000.0
Ultra Luxury,4.0,5.0,3.0,2.0,5.0,4.0,15.0,3060.0,60646000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,8.0,370.0,3031000.0
Premium,3.0,,1.0,1.0,2.0,1.0,,1510.0,
,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,340.0,2907000.0
Luxury,4.0,3.0,1.0,2.0,3.0,2.0,-2.0,2330.0,29639000.0
Premium,2.0,1.0,1.0,1.0,2.0,2.0,5.0,1120.0,17417000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,15.0,350.0,3808000.0
Premium,3.0,,1.0,1.0,2.0,1.0,-2.0,1540.0,19877000.0
Economy,1.0,1.0,,1.0,1.0,1.0,-1.0,340.0,4240000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,8.0,340.0,3062000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,,
Luxury,3.0,2.0,2.0,1.0,3.0,2.0,8.0,2100.0,31973000.0
Ultra Luxury,4.0,3.0,3.0,2.0,5.0,3.0,-1.0,3110.0,58671000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,5.0,360.0,4015000.0
Economy,1.0,1.0,0.0,,1.0,1.0,2.0,290.0,
Economy,1.0,1.0,0.0,1.0,1.0,1.0,0.0,360.0,3440000.0
Luxury,4.0,3.0,,1.0,3.0,1.0,2.0,2380.0,39299000.0
Premium,2.0,1.0,,1.0,2.0,2.0,8.0,1150.0,17801000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,2.0,340.0,4239000.0
Economy,1.0,1.0,0.0,1.0,,1.0,-1.0,380.0,2598000.0
Premium,3.0,2.0,1.0,1.0,2.0,1.0,-1.0,1440.0,14346000.0
Luxury,3.0,2.0,2.0,2.0,4.0,3.0,-2.0,2280.0,32826000.0
Luxury,3.0,,,1.0,3.0,3.0,0.0,2170.0,42901000.0
Luxury,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2260.0,39154000.0
Luxury,4.0,5.0,1.0,1.0,2.0,2.0,-1.0,2300.0,46881000.0
Ultra Luxury,5.0,6.0,2.0,3.0,5.0,3.0,2.0,,86020000.0
Premium,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1670.0,26528000.0
Luxury,3.0,,2.0,2.0,4.0,2.0,2.0,2060.0,36303000.0
Premium,3.0,2.0,1.0,1.0,2.0,2.0,15.0,1640.0,23683000.0
Economy,1.0,,0.0,1.0,1.0,1.0,12.0,380.0,4392000.0
Premium,2.0,1.0,1.0,1.0,2.0,2.0,5.0,1190.0,20433000.0
,1.0,2.0,0.0,1.0,1.0,1.0,-1.0,330.0,2571000.0
Premium,3.0,2.0,1.0,1.0,2.0,1.0,12.0,1500.0,25204000.0
Premium,2.0,1.0,,,2.0,1.0,-1.0,1120.0,18175000.0
,1.0,1.0,0.0,1.0,1.0,1.0,8.0,350.0,3289000.0
Economy,1.0,2.0,0.0,1.0,1.0,,-2.0,330.0,4059000.0
Economy,1.0,2.0,0.0,1.0,1.0,,-1.0,380.0,3917000.0
Luxury,,3.0,2.0,1.0,3.0,2.0,0.0,2420.0,52982000.0
Luxury,4.0,5.0,2.0,2.0,4.0,1.0,-1.0,2330.0,25455000.0
Economy,1.0,1.0,,1.0,1.0,1.0,-1.0,350.0,
,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1230.0,13695000.0
Premium,2.0,2.0,1.0,1.0,2.0,2.0,8.0,1220.0,17351000.0
,3.0,3.0,1.0,1.0,2.0,1.0,0.0,1520.0,19189000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,,340.0,4241000.0
Luxury,3.0,2.0,1.0,2.0,3.0,2.0,8.0,1870.0,32014000.0
Ultra Luxury,5.0,4.0,2.0,1.0,,3.0,2.0,3250.0,59478000.0
,2.0,,1.0,1.0,2.0,2.0,-2.0,1370.0,10741000.0
Premium,3.0,2.0,1.0,1.0,2.0,2.0,-2.0,,28231000.0
Luxury,4.0,3.0,2.0,2.0,4.0,2.0,5.0,2560.0,33168000.0
Premium,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1360.0,10695000.0
Ultra Luxury,5.0,4.0,3.0,2.0,5.0,3.0,10.0,3410.0,
Luxury,4.0,5.0,2.0,2.0,4.0,2.0,15.0,2520.0,52153000.0
Premium,2.0,1.0,,1.0,2.0,,12.0,1230.0,12664000.0
Premium,3.0,2.0,1.0,,2.0,1.0,12.0,1480.0,15588000.0
Economy,1.0,1.0,0.0,1.0,,1.0,0.0,390.0,4881000.0
Economy,1.0,1.0,0.0,1.0,,0.0,-2.0,280.0,3728000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,8.0,390.0,5120000.0
Ultra Luxury,6.0,5.0,1.0,3.0,4.0,3.0,5.0,3830.0,75072000.0
Luxury,4.0,5.0,2.0,1.0,3.0,2.0,10.0,2490.0,43638000.0
Luxury,3.0,2.0,1.0,2.0,3.0,2.0,,2110.0,31497000.0
Luxury,3.0,2.0,,1.0,3.0,3.0,-1.0,2160.0,23109000.0
Economy,1.0,1.0,0.0,1.0,,1.0,2.0,350.0,4709000.0
Ultra Luxury,6.0,5.0,2.0,3.0,5.0,4.0,5.0,4200.0,
Economy,1.0,1.0,0.0,1.0,1.0,1.0,2.0,330.0,3314000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,5.0,330.0,
Premium,2.0,3.0,1.0,1.0,2.0,2.0,,1300.0,
Ultra Luxury,4.0,,2.0,2.0,4.0,3.0,5.0,,54190000.0
Premium,3.0,4.0,1.0,1.0,2.0,1.0,-1.0,1540.0,20478000.0
Premium,3.0,2.0,1.0,1.0,2.0,1.0,8.0,1400.0,29934000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,8.0,370.0,
Economy,1.0,2.0,0.0,,1.0,1.0,-1.0,330.0,3961000.0
,1.0,,0.0,1.0,1.0,,15.0,360.0,4139000.0
Premium,3.0,4.0,1.0,,2.0,1.0,,1600.0,25083000.0
Economy,1.0,,,1.0,1.0,1.0,-1.0,330.0,3235000.0
Ultra Luxury,6.0,5.0,3.0,2.0,,3.0,-1.0,4010.0,84931000.0
Economy,1.0,1.0,0.0,,1.0,1.0,2.0,350.0,3469000.0
Ultra Luxury,5.0,4.0,1.0,1.0,2.0,2.0,-1.0,3110.0,
Economy,1.0,1.0,0.0,1.0,1.0,1.0,8.0,360.0,2525000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,2.0,350.0,3407000.0
,1.0,,0.0,1.0,1.0,1.0,5.0,340.0,3456000.0
Economy,1.0,2.0,0.0,1.0,1.0,1.0,15.0,340.0,3432000.0
Ultra Luxury,5.0,5.0,3.0,1.0,4.0,3.0,-2.0,3410.0,48874000.0
Economy,1.0,2.0,0.0,1.0,1.0,1.0,0.0,370.0,3666000.0
Premium,2.0,1.0,1.0,1.0,2.0,2.0,-2.0,1180.0,13380000.0
Ultra Luxury,4.0,,1.0,1.0,2.0,3.0,0.0,2560.0,45101000.0
Ultra Luxury,5.0,6.0,1.0,1.0,2.0,2.0,0.0,2990.0,58158000.0
Luxury,4.0,3.0,,1.0,3.0,,15.0,2280.0,24433000.0
Ultra Luxury,4.0,3.0,1.0,,2.0,3.0,2.0,2550.0,47675000.0
Luxury,3.0,2.0,2.0,2.0,4.0,2.0,0.0,2150.0,30873000.0
Economy,1.0,1.0,,1.0,1.0,1.0,8.0,340.0,3556000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,2.0,370.0,3480000.0
Ultra Luxury,5.0,6.0,2.0,1.0,3.0,1.0,15.0,3020.0,52895000.0
Premium,3.0,4.0,1.0,1.0,,1.0,15.0,1440.0,16987000.0
Premium,3.0,2.0,1.0,1.0,2.0,2.0,12.0,1600.0,11567000.0
Premium,3.0,2.0,1.0,1.0,2.0,2.0,5.0,,30941000.0
Ultra Luxury,6.0,5.0,1.0,2.0,,3.0,8.0,3740.0,81170000.0
Economy,1.0,2.0,0.0,1.0,1.0,1.0,15.0,370.0,3971000.0
Premium,3.0,2.0,1.0,1.0,2.0,2.0,-1.0,1620.0,15435000.0
Ultra Luxury,6.0,5.0,2.0,1.0,3.0,2.0,12.0,3770.0,69529000.0
Economy,1.0,,0.0,1.0,1.0,1.0,,360.0,3708000.0
Premium,2.0,2.0,1.0,1.0,2.0,1.0,15.0,1120.0,8589000.0
Luxury,4.0,3.0,1.0,2.0,3.0,2.0,0.0,2320.0,
Premium,3.0,2.0,,1.0,2.0,2.0,5.0,1510.0,18971000.0
Economy,1.0,,0.0,1.0,1.0,1.0,,330.0,4168000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,,380.0,3862000.0
Luxury,4.0,5.0,1.0,2.0,3.0,2.0,,2400.0,45193000.0
Ultra Luxury,5.0,4.0,2.0,3.0,5.0,3.0,10.0,3500.0,68221000.0
Premium,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1100.0,16582000.0
Luxury,4.0,3.0,1.0,2.0,3.0,1.0,2.0,2180.0,41232000.0
Economy,1.0,1.0,,1.0,1.0,1.0,2.0,370.0,4874000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,5.0,350.0,4353000.0
,3.0,4.0,1.0,1.0,2.0,1.0,10.0,1540.0,17926000.0
Premium,2.0,1.0,1.0,1.0,,2.0,-1.0,1170.0,16562000.0
Economy,1.0,1.0,,1.0,1.0,1.0,8.0,,3839000.0
Ultra Luxury,4.0,,2.0,1.0,3.0,3.0,12.0,2800.0,57907000.0
Premium,3.0,2.0,,1.0,2.0,1.0,5.0,1590.0,34435000.0
Premium,3.0,,1.0,1.0,2.0,2.0,0.0,1600.0,10341000.0
Premium,2.0,3.0,1.0,1.0,2.0,2.0,12.0,1250.0,13472000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,2.0,330.0,3866000.0
Economy,1.0,1.0,0.0,1.0,,1.0,-1.0,320.0,3481000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,0.0,370.0,2938000.0
Premium,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1180.0,12951000.0
Luxury,4.0,5.0,1.0,2.0,3.0,2.0,5.0,2440.0,40949000.0
Ultra Luxury,4.0,5.0,3.0,2.0,5.0,2.0,2.0,3160.0,61365000.0
,2.0,1.0,1.0,,2.0,1.0,-2.0,1120.0,22111000.0
,1.0,1.0,0.0,1.0,1.0,1.0,2.0,380.0,3360000.0
Premium,3.0,2.0,1.0,1.0,2.0,2.0,15.0,1600.0,26167000.0
Luxury,4.0,3.0,1.0,1.0,2.0,,10.0,2310.0,63342000.0
Luxury,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2250.0,29541000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,2.0,340.0,3497000.0
Premium,2.0,1.0,1.0,1.0,2.0,2.0,10.0,1320.0,18897000.0
Luxury,3.0,2.0,2.0,2.0,4.0,2.0,-2.0,,45190000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,340.0,4182000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,0.0,350.0,3214000.0
Premium,2.0,1.0,1.0,1.0,2.0,2.0,,1210.0,17494000.0
Luxury,3.0,2.0,2.0,1.0,3.0,1.0,12.0,1900.0,38579000.0
Ultra Luxury,5.0,4.0,3.0,2.0,5.0,3.0,-2.0,3740.0,77681000.0
Premium,3.0,2.0,1.0,1.0,2.0,1.0,5.0,1600.0,23939000.0
Premium,3.0,2.0,1.0,1.0,2.0,1.0,8.0,1500.0,22785000.0
Premium,3.0,2.0,1.0,1.0,2.0,2.0,10.0,1630.0,29038000.0
Premium,2.0,1.0,1.0,1.0,2.0,2.0,10.0,1310.0,22547000.0
Economy,1.0,1.0,,1.0,,1.0,8.0,320.0,
Ultra Luxury,6.0,,2.0,3.0,5.0,1.0,0.0,3910.0,96357000.0
Premium,3.0,4.0,1.0,1.0,2.0,2.0,10.0,1640.0,
Premium,2.0,1.0,1.0,1.0,2.0,1.0,12.0,1040.0,17320000.0
Economy,1.0,,0.0,1.0,1.0,,5.0,330.0,3499000.0
Luxury,3.0,3.0,1.0,,2.0,2.0,-2.0,1950.0,27982000.0
Ultra Luxury,5.0,6.0,3.0,2.0,5.0,3.0,10.0,3750.0,58537000.0
Economy,,2.0,0.0,1.0,1.0,1.0,-1.0,350.0,3288000.0
Premium,3.0,,1.0,1.0,2.0,1.0,0.0,1440.0,19644000.0
Luxury,4.0,5.0,2.0,1.0,3.0,3.0,-2.0,2640.0,37192000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,8.0,370.0,4286000.0
Premium,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1570.0,27716000.0
Luxury,4.0,3.0,,2.0,4.0,3.0,2.0,2630.0,
Premium,3.0,3.0,1.0,1.0,2.0,1.0,8.0,1510.0,18679000.0
Luxury,3.0,2.0,1.0,2.0,3.0,2.0,2.0,,37073000.0
Luxury,4.0,3.0,1.0,2.0,3.0,2.0,-2.0,2370.0,48174000.0
Premium,3.0,,1.0,,2.0,1.0,-1.0,,21414000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,0.0,370.0,3883000.0
Premium,3.0,,1.0,1.0,2.0,1.0,10.0,1410.0,11576000.0
,1.0,1.0,0.0,1.0,1.0,1.0,0.0,340.0,2002000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,340.0,3612000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,15.0,320.0,3504000.0
Luxury,4.0,4.0,1.0,1.0,2.0,2.0,12.0,2170.0,19558000.0
Luxury,4.0,3.0,2.0,2.0,4.0,,0.0,2660.0,37737000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,2.0,390.0,5055000.0
Premium,2.0,1.0,1.0,1.0,2.0,1.0,8.0,,22772000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,5.0,340.0,3730000.0
Economy,1.0,,0.0,1.0,1.0,0.0,-2.0,300.0,4005000.0
Ultra Luxury,4.0,3.0,2.0,3.0,5.0,4.0,8.0,3160.0,59452000.0
Luxury,3.0,2.0,1.0,1.0,2.0,1.0,5.0,,31054000.0
Premium,3.0,3.0,1.0,1.0,2.0,1.0,-2.0,1370.0,14889000.0
Economy,1.0,2.0,0.0,1.0,1.0,1.0,-2.0,320.0,2948000.0
Luxury,3.0,4.0,2.0,2.0,4.0,2.0,,2340.0,51183000.0
Economy,1.0,2.0,0.0,1.0,1.0,1.0,8.0,320.0,2790000.0
Economy,1.0,1.0,,1.0,1.0,1.0,0.0,360.0,2610000.0
Premium,2.0,1.0,1.0,1.0,2.0,2.0,,1110.0,12991000.0
Premium,2.0,2.0,1.0,1.0,2.0,1.0,5.0,1130.0,12463000.0
Premium,2.0,,,1.0,2.0,1.0,2.0,1130.0,14331000.0
Economy,1.0,,0.0,1.0,,1.0,8.0,310.0,3455000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,12.0,340.0,2897000.0
Luxury,4.0,3.0,1.0,2.0,,2.0,5.0,,39415000.0
Premium,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1230.0,
Premium,3.0,2.0,1.0,1.0,2.0,1.0,,1480.0,9649000.0
Ultra Luxury,4.0,4.0,2.0,1.0,3.0,2.0,8.0,2700.0,53523000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,12.0,340.0,
Ultra Luxury,5.0,4.0,1.0,2.0,3.0,2.0,5.0,3230.0,68001000.0
Luxury,4.0,3.0,1.0,2.0,3.0,1.0,5.0,2540.0,46968000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,15.0,320.0,3209000.0
Luxury,4.0,3.0,1.0,2.0,3.0,2.0,,2430.0,47041000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,0.0,370.0,3700000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,0.0,370.0,4658000.0
Ultra Luxury,6.0,5.0,2.0,1.0,3.0,3.0,12.0,4080.0,83301000.0
Economy,1.0,1.0,0.0,1.0,,1.0,-1.0,360.0,3398000.0
Luxury,4.0,3.0,2.0,1.0,3.0,3.0,-1.0,2560.0,27651000.0
Economy,1.0,,0.0,1.0,1.0,1.0,5.0,,3563000.0
Luxury,4.0,3.0,1.0,2.0,3.0,2.0,5.0,2270.0,
Economy,1.0,1.0,0.0,1.0,1.0,1.0,2.0,330.0,3472000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,8.0,330.0,3171000.0
Ultra Luxury,5.0,6.0,1.0,3.0,4.0,3.0,0.0,3370.0,58148000.0
Premium,3.0,2.0,1.0,1.0,2.0,2.0,10.0,1580.0,33717000.0
Luxury,3.0,3.0,1.0,2.0,3.0,2.0,0.0,1880.0,
Luxury,3.0,3.0,2.0,1.0,3.0,1.0,2.0,1900.0,37285000.0
Premium,2.0,3.0,1.0,1.0,2.0,2.0,,1180.0,21799000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,0.0,370.0,3883000.0
,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1180.0,23827000.0
Premium,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1120.0,9644000.0
Premium,3.0,4.0,1.0,1.0,2.0,2.0,5.0,1720.0,21473000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,,4609000.0
Ultra Luxury,4.0,3.0,1.0,,4.0,,0.0,3120.0,72556000.0
,1.0,1.0,0.0,1.0,1.0,1.0,15.0,330.0,3334000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,5.0,360.0,3995000.0
Luxury,3.0,2.0,1.0,1.0,2.0,2.0,5.0,1770.0,34351000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,-2.0,320.0,3805000.0
Economy,1.0,1.0,0.0,1.0,,,,360.0,3483000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,-2.0,370.0,4400000.0
Economy,1.0,,0.0,,1.0,0.0,-2.0,250.0,1989000.0
Premium,3.0,,1.0,1.0,2.0,2.0,0.0,1500.0,17092000.0
Ultra Luxury,6.0,5.0,1.0,3.0,4.0,,8.0,4280.0,85050000.0
Ultra Luxury,5.0,4.0,1.0,3.0,4.0,2.0,5.0,3490.0,
Economy,,1.0,0.0,1.0,,1.0,0.0,330.0,3581000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,2.0,330.0,4528000.0
Premium,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1600.0,
Economy,1.0,1.0,0.0,1.0,1.0,1.0,2.0,390.0,4842000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,2.0,360.0,3750000.0
Luxury,3.0,2.0,1.0,2.0,3.0,2.0,10.0,1970.0,38420000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,12.0,350.0,3206000.0
Luxury,4.0,3.0,2.0,1.0,3.0,2.0,-2.0,,38771000.0
Premium,2.0,3.0,1.0,1.0,2.0,2.0,-1.0,1240.0,21165000.0
,3.0,,2.0,2.0,4.0,2.0,-1.0,2240.0,35718000.0
Economy,1.0,1.0,0.0,1.0,1.0,,8.0,320.0,3208000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,8.0,340.0,4033000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,8.0,350.0,2823000.0
Economy,1.0,1.0,0.0,1.0,1.0,,2.0,390.0,4992000.0
Luxury,4.0,,2.0,1.0,,2.0,2.0,2320.0,24971000.0
Premium,3.0,4.0,1.0,1.0,2.0,2.0,8.0,1720.0,11510000.0
Luxury,3.0,2.0,1.0,2.0,,2.0,5.0,1970.0,22503000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,2.0,320.0,3250000.0
Ultra Luxury,5.0,4.0,3.0,1.0,4.0,3.0,2.0,3520.0,67850000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,2.0,320.0,3174000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,2.0,360.0,4017000.0
Economy,1.0,1.0,,1.0,1.0,1.0,,350.0,3529000.0
,1.0,1.0,0.0,1.0,1.0,1.0,2.0,310.0,4995000.0
Luxury,3.0,,2.0,2.0,4.0,2.0,,2040.0,29932000.0
Economy,1.0,2.0,0.0,1.0,1.0,1.0,5.0,370.0,4235000.0
Luxury,4.0,3.0,2.0,2.0,4.0,2.0,8.0,2320.0,43784000.0
Premium,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1700.0,29222000.0
Ultra Luxury,5.0,4.0,2.0,1.0,3.0,3.0,,,66210000.0
Luxury,4.0,3.0,2.0,,4.0,3.0,5.0,2700.0,46561000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,,350.0,4118000.0
Premium,2.0,1.0,1.0,1.0,2.0,2.0,15.0,1320.0,17377000.0
Luxury,4.0,3.0,2.0,,3.0,3.0,2.0,2370.0,27157000.0
Premium,3.0,2.0,,1.0,2.0,,-2.0,1670.0,28739000.0
Premium,3.0,2.0,1.0,1.0,2.0,1.0,8.0,,19356000.0
Luxury,4.0,5.0,1.0,2.0,3.0,2.0,0.0,2400.0,
Premium,3.0,3.0,1.0,1.0,,2.0,2.0,1550.0,19417000.0
Premium,3.0,4.0,1.0,1.0,2.0,0.0,0.0,1420.0,33380000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,10.0,350.0,
Premium,2.0,1.0,1.0,1.0,2.0,2.0,-2.0,1230.0,15793000.0
Luxury,4.0,3.0,1.0,1.0,2.0,2.0,10.0,2400.0,47133000.0
Economy,1.0,2.0,0.0,1.0,1.0,1.0,-2.0,390.0,4867000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,12.0,330.0,
Premium,2.0,1.0,1.0,1.0,2.0,1.0,,1240.0,14700000.0
Economy,1.0,1.0,0.0,1.0,1.0,1.0,2.0,310.0,
Luxury,4.0,3.0,1.0,1.0,2.0,3.0,-1.0,2310.0,46762000.0
Luxury,4.0,3.0,2.0,1.0,3.0,2.0,0.0,2570.0,53195000.0
Premium,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1220.0,17591000.0
,1.0,1.0,0.0,1.0,1.0,1.0,2.0,380.0,4314000.0
